Date,Open,High,Low,Close,Adj Close,Volume
2012-03-19,85.48143,85.96714,84.150002,85.871429,58.131226,225309000
2012-03-20,85.644287,86.699997,84.497147,86.565712,58.601223,204165500
2012-03-21,86.105713,87.092857,85.915718,86.071426,58.266609,161010500
2012-03-22,85.397141,86.35714,85.075714,85.620003,57.96101,155967700
2012-03-23,85.784286,85.971428,84.914284,85.150002,57.642853,107622200
2012-03-26,85.684288,86.735718,85.03714,86.711426,58.699871,148935500
2012-03-27,86.597145,88.040001,86.580002,87.78286,59.425186,151782400
2012-03-28,88.339996,88.778572,87.187141,88.23143,59.72884,163865100
2012-03-29,87.540001,88.080002,86.747147,87.122856,58.97839,152059600
2012-03-30,86.96714,87.222855,85.419998,85.650002,57.981323,182759500
2012-04-02,85.975716,88.395714,85.76857,88.375717,59.826527,149587900
2012-04-03,89.614288,90.315712,88.93,89.902855,60.860329,208639900
2012-04-04,89.192856,89.408569,88.14286,89.187141,60.37582,143245200
2012-04-05,89.568573,90.665718,89.057144,90.525711,61.28196,160324500
2012-04-09,89.447144,91.405716,89.328575,90.889999,61.528584,149384200
2012-04-10,91.418571,92.0,89.428574,89.777145,60.775234,222431300
2012-04-11,90.885712,90.98143,89.048569,89.457146,60.558594,174153700
2012-04-12,89.285713,90.190002,88.64286,88.96714,60.226883,153584200
2012-04-13,89.158569,89.242859,86.215714,86.461426,58.530632,214911200
2012-04-16,87.151428,87.182854,82.60714,82.875717,56.10326,262696700
2012-04-17,82.705711,87.14286,81.701431,87.099998,58.962921,256382000
2012-04-18,87.674286,88.60714,86.101425,86.905716,58.83139,238632800
2012-04-19,85.745712,86.389999,83.502853,83.919998,56.810188,208679800
2012-04-20,84.482857,84.945717,81.488571,81.854286,55.411793,257746300
2012-04-23,81.515717,82.381432,79.517143,81.671425,55.288013,241632300
2012-04-24,80.372856,81.098572,79.285713,80.040001,54.183605,269037300
2012-04-25,87.94857,88.285713,86.571426,87.14286,58.99192,226444400
2012-04-26,87.752853,87.812859,86.01857,86.814285,58.769501,134017100
2012-04-27,86.438568,86.597145,85.785713,86.14286,58.314972,101680600
2012-04-30,85.400002,85.485718,83.285713,83.425713,56.475586,126536200
2012-05-01,83.557144,85.251427,83.03286,83.16143,56.296673,152749800
2012-05-02,82.891426,83.914284,82.694283,83.711426,56.669003,106847300
2012-05-03,84.35714,84.485718,82.900002,83.117142,56.266689,97637400
2012-05-04,82.440002,82.622856,80.738571,80.75,54.664242,132498100
2012-05-07,80.214287,81.824287,80.175713,81.354286,55.073307,115029600
2012-05-08,81.368568,81.64286,79.818573,81.168571,54.947594,124313000
2012-05-09,80.528572,81.997147,80.121429,81.311432,55.044296,120176000
2012-05-10,82.082855,82.26857,81.205711,81.502853,55.173885,83300000
2012-05-11,80.714287,82.067146,80.621429,80.958572,54.805431,99886500
2012-05-14,80.367142,81.072861,79.657143,79.745712,53.984379,88156600
2012-05-15,80.207146,80.459999,78.821426,79.024284,53.495998,119084000
2012-05-16,79.150002,79.555717,77.291428,78.011429,52.810341,140224000
2012-05-17,77.901428,78.214287,75.73143,75.73143,51.266884,179305000
2012-05-18,76.279999,77.629997,74.597145,75.76857,51.292034,183073100
2012-05-21,76.35714,80.220001,76.292854,80.182854,54.280308,157776500
2012-05-22,81.364288,81.982857,78.940002,79.567146,53.863495,173717600
2012-05-23,79.64286,81.828575,79.03286,81.508568,55.177769,146224400
2012-05-24,82.267143,82.35714,80.175713,80.760002,54.671017,124057500
2012-05-25,80.655716,80.835716,79.781425,80.327141,54.377987,82126800
2012-05-29,81.557144,82.0,80.758568,81.752853,55.343124,95127200
2012-05-30,81.314285,82.855713,80.937141,82.738571,56.010426,132357400
2012-05-31,82.96286,83.071426,81.637146,82.53286,55.871159,122918600
2012-06-01,81.308571,81.807144,80.074287,80.141426,54.252254,130246900
2012-06-04,80.214287,81.071426,78.35714,80.612854,54.571396,139248900
2012-06-05,80.181427,80.924286,79.761429,80.404289,54.43021,97053600
2012-06-06,81.110001,81.978569,80.785713,81.637146,55.264797,100363900
2012-06-07,82.470001,82.474289,81.5,81.674286,55.28994,94941700
2012-06-08,81.657143,82.940002,81.285713,82.902855,56.121624,86879100
2012-06-11,83.959999,84.071426,81.51857,81.595711,55.236748,147816200
2012-06-12,82.065712,82.374283,80.957146,82.308571,55.719326,108845100
2012-06-13,82.074287,82.639999,81.482857,81.737144,55.332489,73395000
2012-06-14,81.605713,81.928574,81.03714,81.647141,55.271557,86393300
2012-06-15,81.571426,82.08857,81.364288,82.01857,55.522999,83813800
2012-06-18,81.565712,83.984283,81.48143,83.682854,56.649651,110103000
2012-06-19,83.342857,84.285713,83.300003,83.915718,56.807297,90351100
2012-06-20,84.029999,84.178574,82.971428,83.677139,56.645782,89735800
2012-06-21,83.634285,84.031425,82.491432,82.524284,55.865345,81587800
2012-06-22,82.720001,83.169998,82.202858,83.157143,56.293781,71117900
2012-06-25,82.471428,82.828575,81.48143,81.538574,55.198074,76095600
2012-06-26,81.618568,82.07,81.047142,81.718575,55.31992,69134100
2012-06-27,82.14286,82.391426,81.702858,82.071426,55.558796,50749300
2012-06-28,81.667145,82.0,80.80143,81.292854,55.031719,70709100
2012-06-29,82.571426,83.428574,82.035713,83.428574,56.477512,105375200
2012-07-02,83.53286,84.781425,83.371429,84.645714,57.301468,100023000
2012-07-03,84.982857,85.714287,84.85714,85.629997,57.967789,60428200
2012-07-05,85.794289,87.762856,85.664284,87.134285,58.98613,121095800
2012-07-06,86.727142,86.919998,85.940002,86.554283,58.593491,104732600
2012-07-09,86.471428,87.699997,86.30143,87.69857,59.368111,94851400
2012-07-10,88.281425,88.552856,86.472855,86.887146,58.818813,127989400
2012-07-11,86.58857,86.808571,85.317146,86.347145,58.453274,117330500
2012-07-12,85.748573,86.209999,84.668571,85.557144,57.918472,107010400
2012-07-13,86.135712,86.741432,85.714287,86.424286,58.505493,77856800
2012-07-16,86.445717,87.374283,86.431427,86.701431,58.693108,75315100
2012-07-17,87.255714,87.35714,86.164284,86.705711,58.696014,73406200
2012-07-18,86.655716,86.905716,86.222855,86.608574,58.630249,63175000
2012-07-19,87.325714,87.907143,86.571426,87.760002,59.409706,109215400
2012-07-20,87.575714,87.777145,86.242859,86.328575,58.440689,99367800
2012-07-23,84.914284,86.557144,83.958572,86.261429,58.395237,121993900
2012-07-24,86.76857,87.097145,85.501427,85.845711,58.113819,141283100
2012-07-25,82.065712,82.971428,81.428574,82.138573,55.604237,219328200
2012-07-26,82.822861,82.914284,81.480003,82.125717,55.595551,101658200
2012-07-27,82.144287,83.690002,81.655716,83.594284,56.589695,100984100
2012-07-30,84.417145,85.634285,83.974289,85.004288,57.544209,94785600
2012-07-31,86.175713,87.385712,86.102859,87.251427,59.065422,115581900
2012-08-01,87.987144,88.057144,86.14286,86.687141,58.683426,96125400
2012-08-02,86.120003,87.241432,85.75,86.827141,58.778191,83039600
2012-08-03,87.66143,88.28286,87.365715,87.957146,59.543167,86230200
2012-08-06,88.184288,89.267143,87.894287,88.935715,60.205608,75525800
2012-08-07,88.96714,89.285713,88.291428,88.701431,60.047012,72611700
2012-08-08,88.484283,89.125717,88.157143,88.55143,59.945469,61176500
2012-08-09,88.264282,88.818573,88.257141,88.675713,61.881481,55410600
2012-08-10,88.387146,88.822861,88.385712,88.814285,61.978157,48734700
2012-08-13,89.055717,90.0,89.035713,90.0,62.805614,69708100
2012-08-14,90.267143,91.230003,90.029999,90.241432,62.974102,85042300
2012-08-15,90.185715,90.571426,89.678574,90.118568,62.888371,64335600
2012-08-16,90.172859,90.965714,90.071426,90.905716,63.437672,63633500
2012-08-17,91.428574,92.598572,91.258568,92.587143,64.611023,110690300
2012-08-20,92.858574,95.021431,92.842857,95.021431,66.309784,153346200
2012-08-21,95.831429,96.41143,92.904289,93.722855,65.403572,203179900
2012-08-22,93.488571,95.571426,92.587143,95.552856,66.680634,141330700
2012-08-23,95.158569,95.699997,94.449997,94.66143,66.058563,105032200
2012-08-24,94.215714,95.639999,93.650002,94.745712,66.117363,109335100
2012-08-27,97.141426,97.267143,96.220001,96.525711,67.359497,106752100
2012-08-28,96.425713,96.585716,95.809998,96.400002,67.27179,66854200
2012-08-29,96.464287,96.809998,96.085716,96.209999,67.139198,50701700
2012-08-30,95.805717,95.935715,94.692856,94.83857,66.182152,75674900
2012-08-31,95.321426,95.514282,93.89286,95.034286,66.318733,84580300
2012-09-04,95.108574,96.44857,94.928574,96.424286,67.288734,91973000
2012-09-05,96.510002,96.621429,95.657143,95.747147,66.8162,84093800
2012-09-06,96.167145,96.898575,95.828575,96.610001,67.41835,97799100
2012-09-07,96.864288,97.497147,96.538574,97.205711,67.834053,82416600
2012-09-10,97.207146,97.612854,94.585716,94.677139,66.069519,121999500
2012-09-11,95.015717,95.728569,93.785713,94.370003,65.855171,125995800
2012-09-12,95.264282,95.699997,93.714287,95.684288,66.772339,178058300
2012-09-13,96.767143,97.928574,96.395714,97.568573,68.087265,149590000
2012-09-14,98.565712,99.568573,98.269997,98.754288,68.914719,150118500
2012-09-17,99.907143,99.971428,99.230003,99.968575,69.762085,99507800
2012-09-18,99.982857,100.332855,99.488571,100.272858,69.974419,93375800
2012-09-19,100.03714,100.57,99.938568,100.300003,69.993393,81718700
2012-09-20,99.879997,100.008568,99.08857,99.814285,69.654427,84142100
2012-09-21,100.344284,100.724289,99.908569,100.012856,69.792999,142897300
2012-09-24,98.122856,99.302856,97.571426,98.684288,68.865852,159941600
2012-09-25,98.322861,98.968575,96.14286,96.220001,67.146187,129697400
2012-09-26,95.534286,96.098572,94.457146,95.025711,66.312759,144125800
2012-09-27,94.898575,97.452858,94.335716,97.331429,67.921783,148522500
2012-09-28,96.964287,97.30143,95.25,95.300003,66.504158,133777700
2012-10-01,95.879997,96.678574,93.785713,94.19857,65.73555,135898700
2012-10-02,94.544289,95.192856,92.949997,94.472855,65.926956,156998100
2012-10-03,94.980003,95.980003,94.66143,95.921425,66.937813,106070300
2012-10-04,95.89286,96.321426,95.078575,95.257141,66.474258,92681400
2012-10-05,95.028572,95.14286,93.040001,93.227142,65.057648,148501500
2012-10-08,92.41143,92.508568,90.872856,91.167145,63.620106,159498500
2012-10-09,91.235718,91.498573,89.078575,90.835716,63.388824,209649300
2012-10-10,91.391426,92.139999,91.0,91.558571,63.893238,127589000
2012-10-11,92.35714,92.457146,89.728569,89.728569,62.616207,136520300
2012-10-12,89.937141,90.76857,89.328575,89.958572,62.776718,115003700
2012-10-15,90.335716,90.732857,89.121429,90.68,63.280148,108125500
2012-10-16,90.767143,92.900002,90.14286,92.827141,64.778511,137442900
2012-10-17,92.695717,93.255714,92.0,92.087143,64.262131,97259400
2012-10-18,91.370003,91.722855,90.0,90.377144,63.068798,119156100
2012-10-19,90.150002,90.252853,87.08857,87.120003,60.795837,186021500
2012-10-22,87.488571,90.76857,87.251427,90.575714,63.207375,136682700
2012-10-23,90.14286,90.557144,87.385712,87.622856,61.146744,176786400
2012-10-24,88.777145,89.507141,87.234283,88.118568,61.492672,139631800
2012-10-25,88.571426,88.85714,86.507141,87.077141,60.765934,164081400
2012-10-26,87.061432,87.714287,84.428574,86.285713,60.213642,254608200
2012-10-31,84.982857,85.994286,83.957146,85.045715,59.348312,127500800
2012-11-01,85.459999,86.14286,84.881432,85.220001,59.469933,90324500
2012-11-02,85.127144,85.278572,82.10714,82.400002,57.502037,149843400
2012-11-05,83.360001,83.96714,82.514282,83.517143,58.281612,132283900
2012-11-06,84.318573,84.391426,82.870003,83.264282,58.10516,93729300
2012-11-07,81.977142,82.077141,79.39286,79.714287,57.456474,198412200
2012-11-08,80.089996,80.318573,76.470001,76.821426,55.371342,264036500
2012-11-09,77.202858,79.26857,76.245712,78.151428,56.329983,232478400
2012-11-12,79.164284,79.214287,76.949997,77.547142,55.894424,128950500
2012-11-13,76.987144,78.639999,76.622856,77.557144,55.901642,133237300
2012-11-14,77.928574,78.207146,76.597145,76.697144,55.281754,119292600
2012-11-15,76.790001,77.071426,74.660004,75.08857,54.122326,197477700
2012-11-16,75.028572,75.714287,72.25,75.382858,54.334457,316723400
2012-11-19,77.244286,81.071426,77.125717,80.818573,58.252411,205829400
2012-11-20,81.701431,81.707146,79.225716,80.129997,57.7561,160688500
2012-11-21,80.60714,81.052856,79.514282,80.242859,57.837437,93250500
2012-11-23,81.024284,81.714287,80.371429,81.64286,58.846535,68206600
2012-11-26,82.271431,84.285713,81.958572,84.218575,60.703072,157644900
2012-11-27,84.221428,84.345711,82.871429,83.540001,60.213955,133332500
2012-11-28,82.46714,83.685715,81.751427,83.277145,60.024506,130216100
2012-11-29,84.317146,84.89286,83.60714,84.194283,60.685562,128674700
2012-11-30,83.827141,84.057144,83.239998,83.611427,60.265446,97829900
2012-12-03,84.807144,84.941429,83.64286,83.741432,60.359158,91070000
2012-12-04,83.114288,83.114288,81.732857,82.264282,59.29446,139267100
2012-12-05,81.272858,81.321426,76.96714,76.970001,55.478436,261159500
2012-12-06,75.562859,79.044289,74.089996,78.177139,56.348522,294303100
2012-12-07,79.057144,79.314285,75.714287,76.178574,54.907993,196760200
2012-12-10,75.0,76.93,74.511429,75.688568,54.55481,157621100
2012-12-11,77.110001,78.508568,76.767143,77.341431,55.746159,148086400
2012-12-12,78.252853,78.285713,76.610001,77.0,55.500061,121786000
2012-12-13,75.878571,76.805717,75.114288,75.669998,54.541428,156314900
2012-12-14,73.535713,74.01857,72.225716,72.827141,52.492348,252394800
2012-12-17,72.704285,74.285713,71.604286,74.118568,53.423183,189401800
2012-12-18,75.0,76.414284,74.321426,76.271431,54.974926,156421300
2012-12-19,75.924286,76.242859,75.071426,75.187141,54.193382,112342300
2012-12-20,75.714287,75.742859,74.125717,74.53286,53.721802,120422400
2012-12-21,73.209999,74.238571,72.891426,74.190002,53.474674,149067100
2012-12-24,74.335716,74.89286,74.101425,74.309998,53.561161,43938300
2012-12-26,74.14286,74.208572,73.017143,73.285713,52.822872,75609100
2012-12-27,73.362854,73.75,72.094284,73.580002,53.034992,113780100
2012-12-28,72.898575,73.497147,72.58857,72.798569,52.471764,88569600
